Rating,sentiment_category,vader_compound,textblob_score,review_length,word_count,processed_text
5,Positive,0.9586,0.3077272727272727,277,40,gem hotel absolute gem small great service room not huge certainly adequate clean comfortable ask room high floor great view downtown space needle best attentive staff concierges friendly helpful shuttle drivers went way literally victoria ferry pick convenient would recommend
4,Positive,0.954,0.12142857142857144,416,57,pretty good value visit seattle frequently 1 2 days longer staying 2 nights not worth especially hotel raised rates lately recommend ramada steps away staying longer time perfect especially families fancier hotels town warwick satisfy families especially expensive suites swimming pool bit dark balconies acually big step windows views location perfect small restaurant dont overpriced not offer better food downtown
4,Positive,0.9565,0.49375,325,47,average nice stay hotel amazing location great restaurants gourmet grocery cinerama 1 block radius macy nordstroms shopping blocks mattress comfy amazing sweeping view space needle lake union downtown elliott bay great pool gym facility room service nothing write home not pizza parking 21 yikes old building nicely remodeled
1,Negative,-0.9422,-0.027838827838827827,832,117,bad choice booked hotel hot wire called immediately requesting nonsmoking room king bed room away elevator ice person spoke pleasant stated not guarantee requests honored make note reservation check person desk rude said no special request noted reservation card andstated no king beds way reservation stuck 2 double beds located directly accross elevator ice nonsmoking no elevator parking garage hotel warwick mats garage filthy stairwells hotel faces 4th smells urine carpets registration elevator area need cleaning upholstery curtains room needed cleaning andpressing sign bathroom water conservation tub facet dripped continuously tub drain needsattention shower curtain holes no coffee maker room bedding not fit bed sleeping directly mattress bedding askew staff unfriendly short housekeeping staff quite pleasant stay hotel
4,Positive,0.9274,0.33915343915343915,365,60,good value hotel stayed warwick times past years spent night march 25 2005 room fine king bed tv pay view movies mini fridge thing missing coffee maker nice marble bathroom hand held shower view east hotel space needle time viewed 2 westin hotel towers price right got 10 miles aadvantage card fly ointment 21 overnight parking charge definately come location great
2,Negative,-0.9169,-0.22999999999999998,140,22,warwick bad good reviews warwick shocks staff quite rude rooms fairly dirty cut asked bandaid not requested bottle opener not better service
4,Positive,0.9796,0.1741758241758242,412,54,great service warwick recently spent 4 days christmas holidays warwick helpfulness care courtesy experienced desk restaurant room service housekeeping staff truly average greatly appreciated restaurant turned fabulous meals time certain operating skeleton staff thing prevents giving place excellent rating following hotel tired old dirty carpets bedding expect hostel given price range rooms face lift necessary
2,Negative,-0.1561,-0.04305555555555555,239,35,austin powers decor familiar hotel seattlewhere sheets 3 different colors hair okbecause clean second day bathroom friend cringe asked brought flip flops sanitizer spray dirty shag carpet not stop wall crawled inches star saw shining worse
2,Positive,0.9578,0.1283900091136933,1319,201,great location not stay long needed place stay seattle prior catching early morning amtrak train portland looked train station not dropping hertz car hilton downtown wanted place spend night called hotel seattle based location tourist map near hilton not access internet research reviews not stay location great virtually door high end hotels half price hilton thought try checked asked aaa discount clerk response time heard hotel desk clerk not knowing aaa room used low budget movie version run hotel threadbare carpets dingy curtains not quite hanging right minimal lighting strange hanging light middle room dingy bathroom definitely dingy not appear obviously dirty no c luckily not need bed not particularly comfortable little boucy people definitely gravitated middle no clock room wake requested ok spending night not want spend positive great safe location quick taxi ride train station shower great not invested low flow shower heads water pressure really high really enjoyed conversation desk clerk morning mentioned clerk previous night heard aaa told clerk moron owner not asked interview went say check reviews trip advisor listed worst hotels seattle got ta love type enthusiastic employee worked night friend day clerk mention nicer rooms definitely not want not nice ones recommend ask room committing
3,Positive,0.8413,0.11168831168831167,464,68,pay read reviews booked knew getting mind not surprised fact better expected yes rooms outdated towels floormat limited cable tv overall lack amenities use hotel reviewer said like budget overseas hotel stayed similar condition enjoyed experience check desk service great asked extra pillows maid got spent 5 flowers pike street added character room location friends stayed fairmont street stayed 3 nights night cost money went dinners trip victoria baseball games
3,Positive,0.7592,0.19564102564102565,436,69,not bad location unmatchable price range simple sleeping room 80 expect pay 2x surprisingly cleaner hotels seen past week driving la staying travelodge days inn motel 6 quality furnishings high sure little run spots old building usual character flaws none affected comfort lucky corner room especially nice look w know paying 250 night bath worked not care watch tv vacation no idea worked want believe comments feel free mean room come
5,Positive,0.9743,0.5250000000000001,401,55,remarkable hotel needed days booked inn based tripadvisor reviews great hotel staff professional accomodating town car service available airport immaculate rooms spacious bathroom great location not great hotel price great hotel room facing inner coutyard no problem noise rooms face st noisy location excellent downtown seattle went attached restaurant bacco breakfast cafe champagne dinner excellent
5,Positive,0.9063,0.3645833333333333,269,37,great location friendly staff stayed hotel easter throughly enjoyed time superably located exploring seattle especially market rooms good size staff not friendly helpful reception area welcoming room exit stairwell night hear rumbling assume like air conditioning pipes
5,Positive,0.9575,0.5113636363636362,295,46,excellent way stayed inn market memorial day weekend room large great view water sure request way advance hotel quiet fully booked crowded service impeccable staff well mannered friendly ca not fault anything great location right pike place market near lots great restaurants like etta chez shea
4,Positive,0.9895,0.3848684210526316,584,85,amazing location great views fabulous boutique hotel adjacent fish market seattle stayed short night heading vancouver island honeymoon loved service great desk pointed great spot sandwiches 10pm sunday not easy hotel adorable chocolate covered strawberries room decorated like bride groom thoughtful cute touch not time explore area hotel room clean pretty view water market bathroom nicer standard hotel bathroom brunch morning little breakfast place tasty hit spot drive ferries oh hotel cool outdoor patio higher floors offers really incredible views stone throw pike place market
5,Positive,0.977,0.3955952380952381,463,65,outstanding choice reserved city view room night week checkin helpful desk staff amy gave complimentary upgrade 8th floor water view access large deck overlooks seemingly checkin housekeeping valet services checkout smooth friendly pike place market close silly staff great recommendations breakfast dinner trying steer house restaurant stay say absolutely excellent rooms clean appointed no reason not reserve room time althought fairmont better choice kids come
5,Positive,0.9578,0.6083333333333333,190,28,great hotel great hotel good sized clean rooms helpful staff unbeatable location walk door pikes market original starbucks hotel walked underground tour monorail space needle duck tours stay
3,Positive,0.6997,0.024603174603174596,807,123,expensive not biz travellers simple fact hotel location simply unbeatable mere stone throw away pike market plenty great restaurants generally fun area tourist quality hotel not place business travellers bit hard especially returned trip hk stayed conrad hk wynn macau compared inn feels like motel 6 issues 1 no desks rooms place laptops wireless internet no place work bed 2 furniture coverings worned outdated 3 room 409 city view room room date avoid cost window sits right bus stop claim windows double paned hear buses roaring engines sleep ear plugs desk 4 ac standalone unit attached wall not central standalone unit quite bit noise looks cheap tacky 5 no business center fax machine located basement hotel price pay paying location staff extremely friendly folks check fried doughnuts dhalia lounge
5,Positive,0.8842,0.139648033126294,673,109,nice place lunatic 20000 miles flying space days night kill seattle early trans con flight nyc night original plan needed hotel none prebooked place recommended block excellent irish pub kells happened ended room left 220 tax excellent friendly staff lovely decor big rooms im used nyc rabbit hutch big spacious views water free wi fi need ask reception access code place spotless nicely decorated individual usual bland chain hotels sadly prevail area felt fine limited time safe near bars shops usual stuff no drunken noise street either quiet comfortable slept well normally like add pictures reviews length stay lack ca not time sorry return seattle list hotels use try
3,Positive,0.9519,0.23912037037037034,390,60,okay not amazing husband stayed weekend night spent time trying great place stay seattle read tripadvisor reviews saw listed tl 500 hotels like pretty good bet fantastic place great fine not really amazing little boutique hotel expected reviews ratings thought room nice not incredible service better woman desk friendly got things wrong note visiting seattle try eat canlis incredible meal
5,Positive,0.9936,0.24401360544217685,1525,212,boutique charmer great location wife recently spent 5 nights inn market attended convention nice time small comfortably furnished hotel great location hill pike place market walk convention center 8 blocks east pretty easy steep 1 2 block adjacent hotel number trendy restaurants walk north ave pioneer square old stone buildings charming pergola south road course market 1 2 block west food stands boutiques fish flower stalls handicrafts jewelry tables entertainers ethnic dining options spill narrow alleys covered arcades pleasure wake morning grab eat nearby watching small trucks vans unload wares vendors set tables room corner overlooking city spacious lots storage space wardrobe large bathroom sink pedestal type spreading toiletries limited glass shelf nearby small table shelf unit hear traffic noise street annoying request lowest priced room city not expecting total silence closed doors rooms window seats pillows nice feature makes rooms appear bigger provides additional seating good spot reading people watching decor contemporary beiges browns blacks predominating good weather upstairs terrace nice place sit enjoy views bay market modern brick building surrounds pleasant courtyard splashing fountain sculpture adjacent outdoor seating hotel restaurant lobby opens courtyard fireplace stuffed chairs registration desk helpful staff operates enjoyed time hotel nice option not want large convention hotel central seattle location aware seattle share street people couple strip clubs near pike place market
5,Positive,0.9703,0.3668181818181818,231,36,loved inn inn market awesome not beat location right market room large beds really comfortable room partial view elliot bay not miss rooftop deck best view seattle short space needle staff friendly highly recommended staying future
5,Positive,0.9963,0.46416666666666667,862,124,not asked better hotel experience hotel perfect stayed townhouse suite nights wish stayed month soon walked room opened windows million dollar view skyline city pike market literally 50 feet away water mountains distance room levels kitchenette living room downstairs bedroom bathroom upstairs bose radio great fact turned television beds really comfortable linens top notch okay service word fantastic extremely important greeted casual genuine manner time enter leave hotel eye contact sounds easy rarity today hotel market no matter came went greeted smile eye contact really love staff helpful went duty ensure taken care knew great places wonderful restaurants dine hotels not inn market definitely understands excellent service hospitality stay small intimate property like taken care monstrous hotel kudos staff management making fabulous hotel experience
4,Positive,0.9847,0.38984375000000004,419,57,nice needs undating husband stayed inn market celebrate birthday overall stay wonderful enjoyed two story suite incredible view market sound quiet location perfect complaint hotel needs better job keeping maintainance room major scratches walls stains carpets cracks bathroom tile significant signs wear bathroom price expected regards quality upkeep hopefully management pay attention keeping lovely hotel fresh lovely
5,Positive,0.9872,0.34156144781144776,382,55,wonderful location great beds pretty rooms inn market lived positive reviews tourists car location not better countless excellent restaurants easy walking distance rainy able explore area race hotel warm got wet cold socal little tolerance weather staff friendly view deck glorious dark day room spacious beds extremely comfortable hotel stay seattle great fun uncooperative weather
5,Positive,0.9915,0.37031250000000004,406,58,tempur pedic beds minute literally driving past way hotel decided stay great staff extremely helpful accommodating room really comfortable clean location excellent atmosphere location hotel great choice previously stayed grand hyatt returning room internal facing left bit loud tempur pedic mattress huge bonus fun try way restaurant courtyard desk staff suggested try turned excellent view deck great stay
5,Positive,0.9913,0.4666666666666667,665,100,loved inn stayed inn market 7 11 05 7 18 05 location hotel perfect sightseeing getting seattle car not want drive seattle pikes market street waterfront steps monorail space needle short walk plenty great places eat short walk cab ride service conceirge staff inn terrific helpful recommending arranging sightseeing excursions mt ranier whale watching vineyard tours etc complimentary town car available trips downtown area great help dinner reservations rooms immaculate twice day room service included turn evening fresh towels decor rooms modern elegant not miss roof garden area great view puget sound great place unwind end day bottle wine definetly return inn
4,Positive,0.987,0.5615384615384615,535,77,worth money location recently stayed inn market returning stayed 1999 best location seattle particularly shopping hotel nice rooms nicely furnished not breath away rooms views risky goes seattle sit room watch world beds tempurpedic incredible count great night sleep 1999 staff excellent requested room floor terrace met request pleasantly guests advantage terrace nice evening shops pine street purchase nice bottle washington state wine snacks head terrace watch ships leave sunset relaxing romantic staff assist wine glasses needed
